Sentiment,Text
sad, Hahaha I miss Bradddd and all of the guys and KEITH.
happy, Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes.
relaxed,   ya'll are the only ones that cant see it   Maybe its just the twitter link or something??
relaxed, i did that but my INS wouldn't pay for the therapy  so now i dk what to do!!
sad, nope  i'm bored and hungry.
relaxed,Coco still out
sad,YAY! My cousin is coming over. I am so stressed my big recital is tomorrow. I tried to practice it and cant remember it.
sad,fuck my life.
excited, What the hell Ross?! Where is Hugh Laurie! He was supposed to be on tonights show
sad, oh em i'm sorry  i wuv you to pieces
sad,"google wave next, can't keep up with the 186 ways i can communicate with people now  what happened to good old fashioned letter writing?"
relaxed,4 fillings to the good(?); two more appointments to go
excited,  How about we play tomorrow?
relaxed,_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...
relaxed,"OHHH darn, forgot about a phonecall I had to make since Monday.. GREAT!!! now they're closed"
sad, i did have 1 n i still do...this job is so dead 2 me right now...
relaxed,"made it into leadership, buttt i'm still not happy! how can i enjoy it without my best friend?"
excited, Oui mademoiselle. You can barely turn around these days without bumping into one.
sad,CRYING CUZ PEOPLE WONT FOLLOW ME!!!!!!!
sad,_steph boo  I miss you! It's been ages. Once I get Internet back I'll try to fix ALO haha it likes to act up from time to time...
sad,had a really weird night last night and misses her friends
sad, those were the good days the jetsons comes on right after finltstones ! i missed it today tho
sad,Mel? Where Are You You Shud Be Here At My House
happy,@m_delamerced what did judge answer to fid. duty 2 tort lawyer? u r so good at this.it will be like the oj trial over once this is done
relaxed, Last two and know they are going to be weepies
sad,Has a headache
sad,is going to sleep. Tomorrow Exam Review
happy,Excellent the Suzaku 7 are back together  woop last episode  hope its a happy one i'm a sucker for these really lol shh
excited,About to be stick at work till freakin 2 am.  Madd suck and I worked most the day!
sad,is hating the weather. UGH.
sad,OMFG my favourite jerk chicken place closed
sad,live now! but nobodys there!
excited,"   eff you. jk, i'll probably make it to philly."
excited,My radiator boiled out
relaxed,Been so busy for the entire week. Be able to take a breath next Tuesday
sad,"wants to scream, because the damn phot won't load...I guess this default will do for now"
sad,drinking lemsip cause apaently i need ittt! IM NOT SICK
sad,"gots my beathing suit that i ordered from victoia's secret. but i have to exchange the bottoms, so i have to wait another 2 weeks"
sad,I wish the sun would come out...I guess it doesn't matter since I'm at work and can't enjoy it anyways
sad,Well that just sucks. Good way to make me feel bad
excited," Miley!!! I Heard You Have Never Been To A Prom  I Would Have Invited You To Mine If I Knew, We Could Arrange Another One? x"
sad, yo u can't love 1 twin and not the other lol
sad,I've recently gained this highly sad feeling when I say goodbye to someone who I won't see ever again. Even if I barely know them!
excited, anyday! I hate living here!
relaxed,I Want To Go See Up. But I Don't Want To Go With My Mom And Brother.
sad," i use to breathe soccer, live soccer.until i hurt my knee badly  sad day that was.pass my link around?"
sad,i'm on relapse  mom and dad i need you. jesus fucking christ you stay away.
sad, i can't figure out how to listen to it from the internet
sad,"Watching GH. I feel so bad for Carly.  OMG, so fucked up."
sad,can't believe I'm leaving this place tomorrow.
happy, wowzers! thanks! bang bang misses you on the dance floor
sad,mattress armada needs to play a show soon or i'm going to be seriously sad
excited,People are just pisssing me offf. Ugh
sad,_Pritchard how come i dont see more of u? how come i dont see u at all is a better question lol. that needs to change mister! im sad
sad,Rats the Creative VADO's are out of stock at walmart.com I'm too late.
relaxed," if our office bldg. sells we will move to another smaller one that we own, but will lose the gym"
sad,I am so sad...
sad,_baby  your not talking about your obsession with me right???
excited, POOOOOOOOR SHEEEEP!!!
relaxed," and yet i couldnt get a pic it wasnt allowed, then i won passes to their carpet of the 3d premiere no pic still wit them"
relaxed," haha.. yes, i'm jealous! i don't have money to do all that!"
sad, what happened to your phone
sad, oh my god im sooooooooo sick  help me
sad,"Don't think I'm gonna be able to go to see the JB 3D Concert...wrong time, no where very close by"
relaxed, I no  he's the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB
sad, you got your lion hoodie!! mines still a week or so away  what number is yours?
sad, I really want a Shish kebab... Going to have to settle for toast
sad, Not that funny! I wont jump
relaxed,My uncle isn't coming after all
relaxed,"Just got done with my first day of work and is exsausted, sweaty, and chalky."
relaxed, word......funeral....just had one 2day
relaxed,@_MeesLovesYou_ Grounded from the computer... sucks for you.
excited,This herniated disc sucks.  I'm stuck mostly on my back when I could be out riding.
sad,Greg Pritchard was robbed  ii am too gutted for words
sad, What's wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.
sad," Na, ya ando pelon"
sad," According to Bow Wow (his best-friend) Chris is not on Twitter, and doesn't want to be : / Because of haters probably"
relaxed,Mitchells pants fell down while he was getting gas. I missed it
sad, Ouchies. Sorry to hear it  Are you going to get it checked out?
sad, now my heart isnt cold  but im still missing you.
sad, I know how you feel Darian is in LA with Bam and I am missing him terribly. And I won't see him until Sunday.
relaxed, I would watch if I was at home
sad, awww. that sux! my mom has a totally numb finger as well ever since she had her surgery for her hip replacement..sucky.
sad,listening to ryan adams and being sick
relaxed,Waiting in line to get gas..94 degrees today
sad," you shouldnt have to reset more than once  if it doesn't work right the first time, something is up"
excited,im quite upset do I really look under 15 :| they must have thought i was 14 or something ! Whatt ! thats unfair
sad,Sadly I know a lot of women who like this song  ? http://blip.fm/~7a73f
sad,Duncan finally got his orders... leaves for Iraq in September. Open invite to stay with me anytime during the year he'll be gone
sad, im so jealous! I want to go to ny
happy," :O How comes you've seen it before we have  I'm so excited, I hope he gets a love interest soon, don't tell me if he does!"
happy,I really fancy a frappuccino from Starbucks right now
relaxed,SO MUCH WORK !
sad,feeling lonely
relaxed,Exam is commmmmiinnnnnggggggg !
happy," love much better, i want you call me"
sad,Stu is actually SEVERLY sunburnt....it hurts!!!
sad, which means i spend more time alone than with friends and family. how sad
relaxed, awww!  We can do that and then go to Chick Fila
sad,The Matrix Online shuts down next month...wow...I feel kinda sad about it
sad,Already misses the Dunhams.
sad, idiot family and how I have been feeling just don't mix amongst other stuff
excited, wtf wtf wtf dont share such videos at this time man
sad,_Bloody_Poet  Bad friends! Sorry to hear that.
excited,- Gig was awesome! Am exahausted and so dont want to revise  Boo Hoo!
relaxed, Miss you
sad," trying to have a baby, don't want my soda addiction to be a problem, so i quit  still sad and craving it though"
sad,i wanna leave work already! Not feelin it 2day
sad,  sowwy. Lover you
relaxed,its raining in MD
sad,"is missing her best friend  commme back kayla, going out in a little while"
relaxed,ipod died today
happy,   I'm a Metsies fan also! Boo Hoo
excited,"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream"
sad,"Praying for pressure on brain 2 subside, for brain seizures 2 stop &amp; for tumors 2 go - Dan is comfortable but still has niggling cough"
relaxed,On duty in the students union with only 3 punters. There are more of us here than members of the public
sad,I really really really dont want to go to work! 4th shift of the week just to start over on sunday
happy, Thanks for the warm welcome! We didn't make plans   because our arrival time was so up in the air.
happy,sorry  I Havent Ate Breakfast Yet So Ima Go Eat Over There lololol and my pc is dying  bbl love ya
sad,i feel like watching a disney movie...too bad we dont have a vcr anymore
relaxed, that doesn't sound like fun
sad,"Ps BGT was both fab and sad, I thought Greg was awesome, sad he's gone but a child will always win in that situation sadly"
happy,A lovely couple of days with friends from Wolverhampton. At least the weather improved for their last day today. On call tomorrow
sad,My back is soooooo hurting.
excited,football in the sun has owned me
sad,Recovering from a bad fall at lunch. Great start to the weekend.
excited,one of my customers just told me his GF ran over her own dog today   how sad?
excited, LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7
sad,:'( big brother in 4 days! This means constant live tripe on e4 and no scrubs to fall asleep to! Not happy
sad, Poor dear. Your fellow busty mavens have been there.  What gym do you belong to? PEAC?
sad," LMOA! i just quit one of mine, too much stress"
sad, I hope it'll go by as quickly as possible.
sad, I just found out about the giveaway.. I wish I would have known sooner  What happens with the unclaimed cities?
sad, Oh  I'm sorry  I can't even imagine...although I know it will be reality for me soon
sad, awww  i mish u too ladie whats been good?
relaxed,put ad on craigslist/Quebec 4 tan salad plates with bird drawings  can only do 1 area @ time. I still need 3 more. Got 2 at my Tuesday AM
