Sentiment,Text
sad,Thank you all so much! Hopefully everything will be okay  Tons of kisses to all of you ) 
happy,_Ascension Hope it's a great one for ya  
relaxed, that's a good sentence
sad, Not sure if this is good or bad news for you  but you are listed as staff: 
relaxed, tomorrow night would definitely work
relaxed, I hope so too.  How are you?
happy,Love the idea of giving each year a theme. This is the year of new beginnings!
relaxed, How was your chicken and chips?
relaxed,must start twitting
relaxed, i like the optimism
relaxed, oh  that's good. I might wanna fly there and shoot some photos.
relaxed,The Disco at the End of the Universe launch date is sorted - 28th May  London  
sad, Basket Case is mine  I miss it.. Going to have to listen a shit load now
excited,Away to the cinema tweet later may the 4th be with you all  x
excited,This song is a slap on you face!!  ? 
relaxed,is working.   I am so happy my job is a radio and not anything physically exhausting....
relaxed,exam at 8.
happy, Welcome!
relaxed,off out in a min to buy my new bed
happy,starting off my day with a little Northern Light
relaxed, nice one !
sad, oh i wish my dear Michael  i wish
sad,has one more paper left
relaxed, hey cup cake
sad, oh good luck on the movie
relaxed, Lucky you  I face south so I can hear them  and see them reflected off Phillips Point
relaxed,I am at school ^^ Nothing to do
sad, hey  how are you?  x
happy, thanks so much for the belated  shout out 
sad,  dude they renamed it to something no one will remember &amp; find even harder 2 joke about. Its a myth  to keep u scared
relaxed,Cleaning out my desk  I've found a betting slip from three months ago  I stuck a tenner on  getting relegated. In the money
excited, Tasmania devils and the mad cold... Not a bad start.
happy, wow!! you really are a pretty talented lady  most impressed
sad, same with drunk guests.. Our jobs are pretty similar sometimes
sad, will add that. It should be hard really to keep track of 500 avatars.
happy,i love his nose kisses
happy,Man on Wire every bit as amazing as the publicity and reviews suggest. Very  very strongly recommended (even for vertigo sufferers  )
relaxed, i agree
excited,Going home  see you at night in local time
relaxed,Eating Toast  ~Peanut Butter  Yum
happy,i have a feeling today is going to be amazing
sad, Any others jobs like this available? Sounds like a great experience. Direct message if you know of any others.
relaxed, Ace @ the exams!
relaxed, Lets leave the nervousness until tomorrow!
relaxed, It would be amazing if we could meet us in Germany! I have been to Germany twice.
happy, oh you are too kind
happy,Gonna head into the shower now...  Going to a friend's birthday party =]
relaxed, I was in row P  but i tried to run down to the front in Corrupted and  i could see you singing away
relaxed, yeah  nothing like the heat of home.
relaxed, Me too
happy, Great stuff  can't wait to hear it!
happy, hope you enjoyed your holiday
relaxed,  - that should answer part of your question
happy,Because I love my job
relaxed, thanks man. I really appreciate the kind words
relaxed, learn learn!... we can learn together!
happy,Happy Star Wars Day everyone!  Whats everyone up to this rainy bank holiday?  I am heading out soon for coffee with my mum then shopping
relaxed,ya i walked into the wall thats why i have a plaster on my neck
sad,Hard to start the week after a long fun sunny weekend of tennis  free food and drink  and very nice people. 5 days to go until next round
sad,kicking back at home
happy, Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support.
sad,Right  I must be off to do some sewing. Bye x
sad,Watched Australia last night and got to say bloody fantastic film with the added bonus of Hugh Jackman  definitely a got to see movie.
happy, some great stuff on website today
happy,Good morning!!! Who wants breakfast??
sad,up late last night  .... Oracle from 8 to 4:30
relaxed, Yum. Thanks.  Just getting dressed and waiting for my washing to finish so I can hang it up.  I'll text you when I set off
happy, You are very sweet  my everyday hero friend
sad, courgette
happy, congratulations  I hope you have an amazing day
relaxed, Not enough time for Disney World.... might just have to watch the Disney channel instead.
happy, Well thank you.
relaxed, Nope. Just come back to CT
excited,Morning everyone! Going to a gig now  then a run. Update you all later
relaxed, good suggestions  thanks
relaxed, just need to know what to be cautious about.  being cautious is good.
relaxed,may the 4th be with you
relaxed,just finished designing her multiply site
relaxed,  yeah  big chill here too good foods  good music  great weather!  have a cool day Bro!
happy,Going shopping  Then Sunday dinner  round two :p
excited,happy star wars day
excited,_pentagram trip with school! get to go see a west end show and loads more stuff  its gonna be great
happy, loving your music   had a good recommendation from someone who knows his stuff
sad,If I could only update my status in just one place....
excited,Happy Birthday to my Whore
sad, I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found out about it from you
excited,just got up  Wheres the sun? =O
happy, - Got a new belt  it's a sheriff star
relaxed,  hey girl  what's up? what r u gonna do today?
relaxed, I did sales training for a couple of the papers. They paid my bills for a bit.
relaxed, Your welcome.
relaxed, thanks
relaxed,off to school  the home for some AP studying!
happy,Cooking microwave pizzas  yummy
excited, That would be most welcome
sad,sorry mum  will treat you well from now on
relaxed,Heading into Glasgow for a rehearsal for my upcoming show
relaxed,Taking the day off and doing absolutely nothing    Studying begins on the morrow
relaxed, Morning  Glad to hear about your happy news!
happy, thank you.  we had a blast
happy,Also love and Light to everyone else who I have not been able to fit into my last tweet  Thank YOU All
happy, good morning
happy,I like Rio Ferdinand - when he's wearing an England jersey.
relaxed, Ditto that for me!  Staying inside warm and dry today!
excited, Something like that!
relaxed,...you should call school and tell them you have swine flu so we can have the day off
excited,  I read somewhere they were restoring the name  hope it happens soon
happy,Thanks for the follow  Doug. I like that hat
happy,  Thanks darling girl   xx
relaxed,is making breakfast .
relaxed,school then the used concert tonight!!
happy, brilliant! Best tool of the year
happy,my mum thought that my brother laughing was the cat about the throw up... smooth
happy,Off to a wedding!
happy, Just discovered your 'Band from TV'... you guys are really good! Love the music
relaxed,gotta share this   
happy,weather starting to be better  So just SHINE **
happy,I love being able to run my tongue along my teeth
excited, today was my first day
happy,is busy creating a new logo for my  site
happy, yes mate  on Friday
relaxed,Early Monday great  Rainy Monday not so great :|
relaxed,Up and around a little earlier than I wanted to be (phone rang 5:30 AM).  Exercise is a good way to start the day  right?
relaxed, Link !
relaxed,At the airport waiting
happy, good and you cup cake
excited, I used to row in high school and just found out there is a rowing club ten minutes away from me so I thought I should sign up
excited, Wow  congrats Rosemary
relaxed, Was actually done by my cousin
relaxed,_mills  better than a spider or some type if Australian wildlife one would imagine
happy, Anytime
happy,My wish came true!  see u
happy, That is the sweetest loveliest thing for you to say. You made me smile. Thank you for that.
happy,I absolutely love mike watts from sexy heroes
relaxed,FLOODED OUT OF MY HOUSE  !!! Staying with someone in town unless the water stops rising  i may use it as a homework excuse
happy, Good Morning and Have a Great Day at work
